,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Personal to Family Conflict,0.6652619453365635,1.2,0.6489697966077088,1,0.6799495021405517,2,0.6727637802498545,1.0,0.3557297606547407
Personal to Work Conflict,0.5557808965692732,1.6,0.4740452054515951,1,0.6502747459632287,2,0.5622258893420076,2.0,0.11995464159419986
Planning,0.45465637220157595,0.6666666666666666,0.28587455775767034,0,0.6268689186749319,1,0.45122564017212563,1.0,0.10783414046903361
Procedural Fairness Monitoring,0.3713514201699301,1.0,0.2569442739064137,1,0.4922117623424313,1,0.3468453341059098,1.0,0.17050062404745514
Procedural Justice Clarity,0.3362056236139397,2.0,0.27408304027113867,2,0.38496695137129966,2,0.34768227099309224,2.0,-0.010116988373102228
Productivity Motives,0.6818294679383013,1.3333333333333333,0.6045358808794686,1,0.8281626925756178,2,0.6127898303598178,1.0,0.394148567392661
Prohibitive Voice,0.2613872955553603,0.2,0.11640530726431024,0,0.377061450608394,1,0.2612209465250972,0.0,-0.15820127160204794
Promotive Voice,0.29469615457185705,0.8,0.26201366225393496,0,0.3552840438498013,1,0.28380085723475074,1.0,-0.04271648477293397
Propensity to Morally Disengage,0.25303424642271444,1.75,0.05294791616694226,0,0.4607006316496742,2,0.28024700817596776,2.0,0.12301924015422083
Reflecting,0.268715972565641,0.3333333333333333,0.2515982586081075,0,0.2837636979044823,1,0.2707859611843333,0.0,-0.07901943599145612
Relational Energy,-0.052494669980517536,0.2,-0.10892193666220057,0,-0.003026506531079401,1,-0.059461301037011124,0.0,-0.16818218195788617
Reputation Maintenance Concerns,0.32432939466064775,1.5,0.04808068918515695,1,0.7231693087246508,2,0.2630337903663916,1.5,0.21095542213470775
Restoration Orientation,0.17797556545276594,1.0,0.03371631106325222,0,0.38116406686127835,2,0.16013677990150033,1.0,-0.07224227737322396
Self-Righteousness Stigmas,0.3293115793512753,2.0,0.23524354764687122,2,0.37600411990415067,2,0.3529993249270396,2.0,0.11320555130980782
Self-Verification Striving,0.3282282041816158,1.125,0.08650994247502067,0,0.4535310901181022,2,0.36415876114412393,1.0,0.12922542796730618
Self/Other Centeredness Supervisor Behaviors,0.24565941398017302,0.8,0.12343457128274171,0,0.35109055682171497,1,0.2684983035929101,1.0,-0.03800114932493257
Sense of Community Credits,0.6975226027732192,1.0,0.5075459765878518,1,0.7947757141336662,1,0.7438843601856795,1.0,0.5402787264361297
Shame,0.08874389540550438,0.0,0.050340627082166425,0,0.12245072223017281,0,0.09109211615483911,0.0,-0.08504075569666633
Skill/ability sales self-efficacy,0.08447388887404904,1.2,-0.1005477782925189,0,0.3737736898516902,2,0.09329587219551921,2.0,0.031626385137260765
Social Exchange Relationship,-0.0026302817147945967,2.0,-0.0026302817147945967,2,-0.0026302817147945967,2,-0.0026302817147945967,2.0,-0.12213247689135895
State Gratitude,0.16698997135658444,1.4,-0.016985519947692165,1,0.3695246355739544,2,0.1639358904586963,1.0,0.009757806961065141
Subjective Social Class,0.2783875462462423,0.8333333333333334,0.1551325364302325,0,0.3822127812337931,2,0.2730503833470771,1.0,-0.004866044443919841
Superficial Reaction to Supervisor,0.11064754096779615,2.0,0.021064901602314355,2,0.2987560609074007,2,0.028387227067000448,2.0,0.05597953221375285
Supervisor Enforcing Work Requirements/Flexibility,0.5245500692411922,1.5,0.42522006996158396,1,0.693705850394095,2,0.4896371783045449,1.5,0.3874571907649431
Supervisor Follower Development,0.34474457047975876,1.0,0.21736933293953564,1,0.4398307688831534,1,0.3608890900481729,1.0,0.11586168559244814
Supervisor Intellectual Stimulation,0.5712894558068263,1.0,0.4945360860958936,1,0.6234877001815087,1,0.5958445811430766,1.0,0.24477785308077613
Supervisor Solicitation of Voice,0.11656970586136586,1.0,-0.0807501002529174,0,0.24257445632060584,2,0.15222723368888752,1.0,-0.13879416315487703
Supervisor Support for Recovery,0.359816407511442,1.6666666666666667,0.28485020478885603,1,0.5242398643684916,2,0.3247397567736723,2.0,0.21914138913186906
Supervisor Team Building,0.4650779347925815,0.8,0.40719781543943667,0,0.5726210392765219,2,0.4268529485309411,0.0,-0.10753164459693738
Supervisor Vision Communication,0.7015949538596781,1.5,0.4208598288930109,1,0.9540497577325706,2,0.7157351144065656,1.5,0.341928003873493
Supervisor's Organizational Embodiment,0.35985227266326336,1.5555555555555556,0.195664217416662,1,0.44050013925758835,2,0.37513624133328366,2.0,0.24211810308424087
Supervisor-Triggered Newcomer Negative Affect,0.4345052639709065,1.5,0.3456715850325936,1,0.6636364346460197,2,0.400134574361388,1.5,0.28472288454896166
Supervisor-Triggered Newcomer Positive Affect,0.42989504947950696,1.625,0.33923276197488383,1,0.7230332618635471,2,0.39106229268381965,2.0,0.11931305575250772
Supportive Voice (Burris),0.26309857371022094,1.0,0.07924511669718931,0,0.5375894461150612,2,0.2177798660143166,1.0,-0.06113228949239166
Supportive Voice (Maynes),0.5608016916725912,1.0,0.48152657597813714,1,0.6752173157973009,1,0.5560287443660902,1.0,0.300465474990865
Synchrony Preference,0.14458298675714443,1.0,-0.023434278761768512,1,0.5165941217554902,1,0.04258605201742798,1.0,0.14572497134724666
Team Temporal Leadership,0.3565902910222719,0.8571428571428571,0.25724436208129015,0,0.546508050921058,1,0.32397496752948535,1.0,-0.09681778464472389
Tendency to Gossip,0.6314273557892788,2.0,0.5802780107927983,2,0.6864200997123383,2,0.6295056563259893,2.0,0.3699556560558764
Time Management Credits,0.25604352151561866,1.5,0.14071442604742668,1,0.5366317889903129,2,0.17341393551236745,1.5,0.17070727483143658
Uniformity/Individualization Supervisor Behaviors,0.6804903522590422,1.2,0.5476517868949478,1,0.7608725765464114,2,0.6713494303295291,1.0,0.3001085048283164
Victim Identity,0.093808224338178,0.6666666666666666,0.041914651352161644,0,0.12112116761065338,2,0.11838885405171899,0.0,-0.2052607730165871
Void Filling Stigmas,0.4273302508705401,1.25,0.3460332352266837,0,0.4903965725436414,2,0.43644559785591774,1.5,0.091593099902083
Volunteering,0.5111510982981383,1.6,0.4479758354047258,1,0.5664527828504693,2,0.5108726390649261,2.0,0.36611738086699475
Voracity,0.3812950979366823,1.8,0.3488721851935204,1,0.43501770270442647,2,0.37526619339956635,2.0,0.29904042065661796
Wanderlust,0.7238683307886873,1.0,0.6147056279114893,1,0.8606737541543459,1,0.7291118304230413,1.0,0.5200269337451102
Work to Personal Conflict,0.6317155388501831,2.0,0.5725552780256473,2,0.6892371963819207,2,0.6351021534991199,2.0,0.31073090632420425
