,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Loss Orientation,0.01879320728282134,1.3333333333333333,0.01388776209205389,0,0.024826694279909134,2,0.0188744580373168,2.0,-0.07998922971698146
Moral Credits,0.03565135933458805,1.2,0.025928515940904617,1,0.05540488287806511,2,0.030962154269218445,1.0,0.01654046557378024
Moral Identification,0.022622974682599307,1.0,0.0048994929529726505,0,0.06004626676440239,2,0.014389206655323505,1.0,-0.004738141712732613
Naiveté,0.04326483653858304,0.25,0.026931539177894592,0,0.08039067685604095,1,0.03286856506019831,0.0,-0.12081941682845354
Organizational Support for Development,0.006463147001340985,0.6666666666666666,0.003468411508947611,0,0.009018913842737675,2,0.006213037297129631,0.0,-0.007058904603278886
Oscillation Orientation,0.11334539949893951,1.3333333333333333,0.09379511326551437,0,0.1411070078611374,2,0.10513407737016678,2.0,-0.015501194323102633
Other Focus Credits,0.001572738226968795,0.0,0.0013110620202496648,0,0.001872253604233265,0,0.0015538186416961253,0.0,-0.007552240305813029
Perceived Career Opportunity,0.0022005639815082154,0.0,0.0018981578759849072,0,0.0025169742293655872,0,0.0021865598391741514,0.0,-0.04463436229464909
Performance Monitoring,0.0384985595010221,1.0,0.024635443463921547,0,0.045482221990823746,2,0.041938286274671555,1.0,-0.015646881598513573
Personal Life Motives,0.01849479367956519,1.5,0.008615775965154171,0,0.031013041734695435,2,0.01717517850920558,2.0,-0.02412228926550597
Personal Recognition by Supervisor,0.0026431420992594212,0.0,0.0011267844820395112,0,0.004412348382174969,0,0.0025167177664116025,0.0,-0.12173394093406387
Personal to Family Conflict,0.006495079910382629,0.0,0.00177692249417305,0,0.016399579122662544,0,0.003528847126290202,0.0,-0.052956803562119605
Personal to Work Conflict,0.003838406503200531,0.0,0.0025120589416474104,0,0.0053180549293756485,0,0.004244396463036537,0.0,-0.06105157528072595
Planning,0.016119918785989285,1.0,0.014639479108154774,1,0.01904788240790367,1,0.014672394841909409,1.0,0.003247092400367061
Procedural Fairness Monitoring,0.00700931902974844,1.2,0.004086277447640896,0,0.010267999954521656,2,0.006593246944248676,2.0,-0.00427245341707021
Procedural Justice Clarity,0.03244401142001152,1.3333333333333333,0.027781350538134575,0,0.04058550298213959,2,0.03031630627810955,1.5,-0.006252565033112963
Productivity Motives,0.009674226865172386,2.0,0.008232253603637218,2,0.011465325020253658,2,0.009325101971626282,2.0,-0.01085157742879043
Prohibitive Voice,0.11836761049926281,2.0,0.02382032573223114,2,0.234977588057518,2,0.09864995628595352,2.0,0.06044717308832333
Promotive Voice,0.09132187366485596,1.8,0.058147817850112915,1,0.12414288520812988,2,0.09064985066652298,2.0,0.07597365046385676
Propensity to Morally Disengage,0.04028245492372662,0.5,0.014393207617104053,0,0.059861086308956146,2,0.0426972433924675,0.0,-0.04922669811639935
Reflecting,0.020130840751032036,2.0,0.005398969165980816,2,0.029714545235037804,2,0.025279007852077484,2.0,0.006604171746099989
Relational Energy,0.004508430027635768,0.2,0.00042349743307568133,0,0.01721634902060032,1,0.0016914359293878078,0.0,-0.005895674152998254
Reputation Maintenance Concerns,0.03284351737238467,0.75,0.012406446970999241,0,0.050227437168359756,1,0.034370092675089836,1.0,-0.0028743414441123605
Restoration Orientation,0.05848662896702687,1.0,0.021538058295845985,1,0.08502338826656342,1,0.06384048983454704,1.0,-0.03108116297516972
Self-Righteousness Stigmas,0.002005420858040452,0.0,0.0010219833347946405,0,0.0026895874179899693,0,0.002155056339688599,0.0,-0.0454841487808153
Self-Verification Striving,0.014048404089407995,1.25,0.002962658880278468,0,0.039134394377470016,2,0.008819720009341836,2.0,-0.03412712216959335
Self/Other Centeredness Supervisor Behaviors,0.3857633352279663,1.8,0.14000582695007324,1,0.6803949475288391,2,0.40944904088974,2.0,0.3774312499677762
Sense of Community Credits,0.001817977288737893,0.0,0.0011471282923594117,0,0.002879256149753928,0,0.0016227623564191163,0.0,-0.006828483019489795
Shame,0.30942464992403984,0.0,0.16007493436336517,0,0.4262895882129669,0,0.32566703855991364,0.0,-0.21329406276345253
Skill/ability sales self-efficacy,0.040318937366828324,0.4,0.002245941897854209,0,0.17448899149894714,2,0.008078408427536488,0.0,-0.12715939809568227
Social Exchange Relationship,0.02521811006590724,1.0,0.01712690107524395,1,0.035073213279247284,1,0.024336162954568863,1.0,0.0036756310728378594
State Gratitude,0.017876914516091347,0.8,0.009398486465215683,0,0.0341753326356411,1,0.013062630780041218,1.0,-0.013720614241901786
Subjective Social Class,0.06435267068445683,2.0,0.028639253228902817,2,0.12912839651107788,2,0.057342732325196266,2.0,-0.037183187513922654
Superficial Reaction to Supervisor,0.37707222850682837,0.5,0.00370989553630352,0,0.819042980670929,1,0.3401049170643091,0.5,0.2250120205183824
Supervisor Enforcing Work Requirements/Flexibility,0.02312139282003045,0.75,0.0023953961208462715,0,0.06491700559854507,2,0.012586584780365229,0.5,-0.021510480786673725
Supervisor Follower Development,0.010927785595413297,0.5,0.0032070891465991735,0,0.01737881824374199,1,0.011562617495656013,0.5,-0.00836707022972405
Supervisor Intellectual Stimulation,0.0037152470322325826,0.0,0.0016349822981283069,0,0.005494885146617889,0,0.0040158736519515514,0.0,-0.034269131758871176
Supervisor Solicitation of Voice,0.2650841102004051,1.25,0.18375329673290253,1,0.4070664048194885,2,0.23475836962461472,1.0,0.14123047841712832
Supervisor Support for Recovery,0.07877693340803187,1.6666666666666667,0.010084201581776142,0,0.1445513665676117,2,0.0705104861408472,2.0,0.011234513522746662
Supervisor Team Building,0.002291507925838232,1.6,0.001150456489995122,0,0.003082979703322053,2,0.0025025648064911366,2.0,-0.007871993456501514
Supervisor Vision Communication,0.003829780936939642,0.5,0.0013891418930143118,0,0.0062027801759541035,2,0.003863600839395076,0.0,-0.008936229423852637
Supervisor's Organizational Embodiment,0.024440703137467306,1.6666666666666667,0.003148177172988653,0,0.0795077234506607,2,0.022091124206781387,2.0,0.013832588421387805
Supervisor-Triggered Newcomer Negative Affect,0.010435722797410563,1.0,0.0025215817149728537,0,0.037614695727825165,2,0.006017155712470412,1.0,0.0006579255714314058
Supervisor-Triggered Newcomer Positive Affect,0.00833394072833471,0.25,0.0020940692629665136,0,0.019867559894919395,1,0.00796152651309967,0.0,-0.009308509062975645
Supportive Voice (Burris),0.0036324714310467243,0.5,0.0019542044028639793,0,0.006663652136921883,2,0.0029560145922005177,0.0,-0.009090638282941654
Supportive Voice (Maynes),0.005756327789276839,0.8,0.004115568473935127,0,0.007685466669499874,2,0.005947626195847988,0.0,-0.05053193187341094
Synchrony Preference,0.016326862096320838,2.0,0.003643430070951581,2,0.04084928333759308,2,0.010407367488369346,2.0,0.010400237268186174
Team Temporal Leadership,0.025575506633945873,0.0,0.011396809481084347,0,0.04335596412420273,0,0.0203657615929842,0.0,-0.07920367616627898
Tendency to Gossip,0.006018469459377229,0.0,0.004777304828166962,0,0.0073973024263978004,0,0.005949635291472077,0.0,-0.10862176690716296
Time Management Credits,0.004578156862407923,0.0,0.002464139834046364,0,0.006011637393385172,0,0.004918425111100078,0.0,-0.006963072111830115
Uniformity/Individualization Supervisor Behaviors,0.0016819488955661654,0.0,0.0007466176175512373,0,0.0031603749375790358,0,0.001614956185221672,0.0,-0.16896296229679136
Victim Identity,0.0132249907280008,1.0,0.0076907724142074585,1,0.016674727201461792,1,0.015309472568333149,1.0,0.0033346660590420165
Void Filling Stigmas,0.002570536220446229,0.0,0.0021522282622754574,0,0.003033857559785247,0,0.002548029529862106,0.0,-0.19608812010847032
Volunteering,0.010055199172347784,2.0,0.003964013885706663,2,0.0187043659389019,2,0.009271266870200634,2.0,-0.014440417173318565
Voracity,0.204356749355793,1.0,0.11111951619386673,1,0.33003243803977966,1,0.20262552797794342,1.0,0.17348097348585725
Wanderlust,0.020135930553078652,0.2,0.0035740849561989307,0,0.04486851766705513,1,0.01805076003074646,0.0,-0.26569222174584867
Work to Personal Conflict,0.006198991579003632,0.2,0.0017858244245871902,0,0.019303051754832268,1,0.003621460637077689,0.0,-0.03236713099759072
