,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Emphasizing Group Identity by Supervisor,0.0011359395604813472,1.0,0.00018819588876795024,1,0.00341043621301651,1,0.0008416360942646861,1.0,3.7567329218290976e-05
Envisioning,6.824965657870052e-05,0.6666666666666666,1.2948389667144511e-05,0,0.000174093569512479,1,1.7707010556478053e-05,1.0,-0.00010780671179115113
Equitable Organizational Practices,1.8023270058620255e-05,1.8,1.215565043821698e-05,1,3.271823879913427e-05,2,1.5369783795904368e-05,2.0,-2.6325284670747352e-05
Ethical Values Credits,0.25102762516598887,1.25,1.7459014998166822e-05,1,0.9982820749282837,2,0.0029054833603368024,1.0,0.2509908345631402
Evangelism Stigmas,0.7121913232840598,1.0,0.024552980437874794,1,0.997077226638794,1,0.9135675430297852,1.0,0.71217554235227
Exclusion beliefs,0.004361515631899238,2.0,0.00121621647849679,2,0.007506814785301685,2,0.004361515631899238,2.0,0.0043499258551946696
Expectation Reaction to Supervisor,3.4571654396131635e-05,0.5,1.0766213563329075e-05,0,8.724055078346282e-05,2,2.013992661886732e-05,0.0,-0.07562905564054745
Extrinsic Career Goal,0.16089260143053252,1.5,0.00026767567032948136,1,0.6169628500938416,2,0.013169939978979528,1.5,0.16057412916381963
Family Incivility,4.663323003721113e-05,2.0,2.3747279556118883e-05,2,6.730492896167561e-05,2,4.7571578761562705e-05,2.0,-8.654767877184591e-06
Family to Personal Conflict,0.1922761432826519,2.0,0.007279388606548309,2,0.47841304540634155,2,0.15362271666526794,2.0,0.1922094915512389
Gender Determinism,0.6298933723592199,2.0,0.0005605018232017756,2,0.9567432403564453,2,0.7811348736286163,2.0,0.6217194115120037
Global Organizational Commitment,7.6498704856931e-05,0.5,1.368672019452788e-05,0,0.00020583069999702275,2,4.3238699618086684e-05,0.0,-0.03293121871183757
Idea Validation,0.13954943370808906,1.2,2.0885114281554706e-05,1,0.6170772314071655,2,0.000720170617569238,1.0,0.13952512151799965
Identity Strain,0.203538366407156,1.2,0.0027501657605171204,1,0.801381528377533,2,0.03547825291752815,1.0,0.20344489797162169
Inclusion in Decision Making,0.2562170562414394,1.5,0.00010630319593474269,1,0.988834798336029,2,0.017963561716896947,1.5,0.2559157624350519
Integration of Differences,0.003432667997609921,1.8333333333333333,1.5300667655537836e-05,1,0.017878152430057526,2,0.0007961151713971049,2.0,0.0020252606977161727
Interactional Justice Clarity,1.276902239624178e-05,1.6,1.0915719030890614e-05,0,1.708401396172121e-05,2,1.1986867320956662e-05,2.0,2.3045404304866678e-07
Interest/Enjoyment Sales Self-Efficacy,0.1818316098782816,1.2,1.7639240468270145e-05,1,0.9089296460151672,2,4.3709522287826985e-05,1.0,0.18181800842967277
International Employee Identity,0.018034578351716846,1.75,1.2430921742634382e-05,1,0.07203450798988342,2,4.5687247620662674e-05,2.0,0.0175832507004543
Interpersonal Fairness Monitoring,0.614649647885623,1.8333333333333333,0.0023419822100549936,1,0.9862493276596069,2,0.6899686455726624,2.0,0.6146380810531961
Intraorganizational employee navigation,2.9968465605634263e-05,0.8,1.1251246178289875e-05,0,8.51463628350757e-05,2,1.6989390132948756e-05,0.0,-0.000352751319132949
Intrinsic Career Goal,0.2135337745770812,2.0,0.001570235937833786,2,0.9783385992050171,2,0.010426207445561886,2.0,0.20931578552972496
Knowledge Stock,0.00011134636333736126,1.0,1.47013743116986e-05,1,0.00044869803241454065,1,3.30736038449686e-05,1.0,9.875171108433278e-05
