,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Supervisor Solicitation of Voice,0.3907352164387703,0.75,0.21955463290214539,0,0.5161826610565186,1,0.4136017858982086,1.0,0.03227127715945244
Supervisor Support for Recovery,0.43508222202459973,1.6666666666666667,0.39148497581481934,1,0.5048874616622925,2,0.4221595376729965,2.0,0.2211016919463873
Supervisor Team Building,0.572161853313446,2.0,0.4724322557449341,2,0.6499063372612,2,0.6096876859664917,2.0,0.11266806870698928
Supervisor Vision Communication,0.6776778846979141,1.75,0.5855687856674194,1,0.8498988151550293,2,0.6376219689846039,2.0,0.17557059228420258
Supervisor's Organizational Embodiment,0.5896707475185394,1.4444444444444444,0.3731124997138977,0,0.8001827001571655,2,0.6601892709732056,2.0,0.3155345088905758
Supervisor-Triggered Newcomer Negative Affect,0.6120223104953766,2.0,0.5463446378707886,2,0.6990859508514404,2,0.6134255528450012,2.0,0.03510439023375511
Supervisor-Triggered Newcomer Positive Affect,0.5856149643659592,1.5,0.49050283432006836,0,0.7332817912101746,2,0.5724360346794128,2.0,0.02226860634982586
Supportive Voice (Burris),0.5223460868000984,1.5,0.32605066895484924,1,0.6638792753219604,2,0.549727201461792,1.5,0.17047181725502014
Supportive Voice (Maynes),0.6397459983825684,1.2,0.5560029745101929,1,0.7017254829406738,2,0.6469765901565552,1.0,0.2075350433588028
Synchrony Preference,0.5489299297332764,1.75,0.2147805094718933,1,0.7198236584663391,2,0.6305577754974365,2.0,0.40482736425474286
Team Temporal Leadership,0.6180002263614109,1.8571428571428572,0.5414448976516724,1,0.6794748306274414,2,0.6137183904647827,2.0,0.22995504098279135
Tendency to Gossip,0.6775926202535629,1.0,0.6443271040916443,1,0.7424808740615845,1,0.6617812514305115,1.0,0.4061347357928753
Time Management Credits,0.6879418939352036,1.75,0.5743416547775269,1,0.9330275654792786,2,0.6221991777420044,2.0,0.27304314635694027
Uniformity/Individualization Supervisor Behaviors,0.6536880970001221,1.0,0.600640058517456,1,0.7088534832000732,1,0.6664913892745972,1.0,0.20996786952018737
Victim Identity,0.7255052924156189,1.0,0.6587355136871338,1,0.7606835961341858,1,0.7570967674255371,1.0,0.2776639660199483
Void Filling Stigmas,0.7368847876787186,2.0,0.6684132814407349,2,0.9381177425384521,2,0.6705040633678436,2.0,0.49599451571702957
Volunteering,0.7680456161499023,2.0,0.6812800765037537,2,0.8491328358650208,2,0.7641980051994324,2.0,0.3107866048812866
Voracity,0.7991019725799561,2.0,0.775139331817627,2,0.8406808376312256,2,0.7865670919418335,2.0,0.3262151122093201
Wanderlust,0.6936177611351013,1.4,0.5969133377075195,1,0.7700864672660828,2,0.7170356512069702,1.0,0.4292667657136917
Work to Personal Conflict,0.7072739243507385,1.6,0.5236598253250122,1,0.8660968542098999,2,0.7249553203582764,2.0,0.1734590709209442
