,mean,median,std,min,max
Prohibitive Voice,0.7143137521211813,0.77337526563585,0.14487869284601737,0.4669169054902228,0.88881304075393
Promotive Voice,0.624692938111811,0.661649745366433,0.12045185869832044,0.2951597312735386,0.7232929998825736
Propensity to Morally Disengage,0.8676564054151783,0.8826188335318941,0.07694945154156455,0.606582876206928,0.9893169486897107
Reflecting,0.4313669897311303,0.4389620862770144,0.061450459448584085,0.352596284054974,0.5025425988614025
Relational Energy,0.5683278383136099,0.629759511474434,0.17653250598374765,0.20962382634335877,0.710480490472249
Reputation Maintenance Concerns,0.7898429915276615,0.7792399959958919,0.1275011030157913,0.5809148351994213,0.9729602403004493
Restoration Orientation,0.6913439806299613,0.6825205691784865,0.07455638957355441,0.503571490716131,0.8018216389418293
Self-Righteousness Stigmas,0.5508112097759444,0.5744950056887927,0.12379050135209728,0.36186312924430375,0.7280535323263551
Self-Verification Striving,0.7526290902839063,0.766090303913948,0.09246552301950824,0.5756410603400982,0.9190540490933898
Self/Other Centeredness Supervisor Behaviors,0.7191435188884636,0.739649346224607,0.07727597147207624,0.5194975776332751,0.7987008039285287
Sense of Community Credits,0.4728985254931645,0.5274441072005132,0.13976292303421137,0.17817792142068578,0.6150328504709592
Shame,0.4860544897859842,0.5373478203768274,0.11388254164930506,0.25714089076744684,0.6033645116452431
Skill/ability sales self-efficacy,0.8243440226785564,0.824304298434711,0.08915603454810166,0.6639196034886363,0.9452026146171734
Social Exchange Relationship,0.09003713645224415,0.0914280621034452,0.008816251963224444,0.0730792397776465,0.10152383656844309
State Gratitude,0.8485215519163107,0.8774675775491384,0.13088360588653414,0.6615493864475568,1.0174673615053529
Subjective Social Class,0.5846079288621971,0.547615813655373,0.13534693386553084,0.25469334945635286,0.7508589511268884
Superficial Reaction to Supervisor,0.3648295298673942,0.4001423180423916,0.1532375518566948,0.06839478522441768,0.5259492289321385
Supervisor Enforcing Work Requirements/Flexibility,0.6725366640548126,0.6716133757912834,0.05274590082092892,0.5857075960412369,0.7383074136118821
Supervisor Follower Development,0.5540690211435418,0.5598885691217153,0.12132578157343892,0.3672823205618184,0.7678576638119191
Supervisor Intellectual Stimulation,0.5915456889061154,0.5748006789739475,0.07904873950292737,0.5041958960138571,0.6956404917305417
Supervisor Solicitation of Voice,0.6960706247437264,0.7148963358702038,0.15871761805897383,0.4611919992720539,0.8785962342717796
Supervisor Support for Recovery,0.8307169686380276,0.8742512519870087,0.11146729383322682,0.5831584527839911,1.000388090935192
Supervisor Team Building,0.6462095307924782,0.6518772872952221,0.08170688588294524,0.5225445996457742,0.7759051397564348
Supervisor Vision Communication,0.6429023437440498,0.6641069330549938,0.0914529533471108,0.5265128933999822,0.7680143866012081
Supervisor's Organizational Embodiment,0.5885585945636032,0.6412185553340608,0.1613747993557706,0.11352937212528587,0.7628968213231543
Supervisor-Triggered Newcomer Negative Affect,0.7127699887258616,0.717725017949264,0.15186730061269263,0.29651954113968354,0.9392040412448285
