,mean_focal,min_focal,max_focal,median_focal
Self-initiated work breaks,0.8879915107271253,0.8879915107271253,0.8879915107271253,0.8879915107271253
Subjective monotony,0.9896725295821278,0.9896725295821278,0.9896725295821278,0.9896725295821278
Subjective stress,1.0102455025868464,1.0102455025868464,1.0102455025868464,1.0102455025868464
Supervisor competence,0.6800032698408555,0.6800032698408555,0.6800032698408555,0.6800032698408555
Supervisor warmth,0.6620899984829876,0.6620899984829876,0.6620899984829876,0.6620899984829876
Surface acting,0.8693292718857648,0.8693292718857648,0.8693292718857648,0.8693292718857648
Task conflict,0.879394857136664,0.879394857136664,0.879394857136664,0.879394857136664
Task interdependence,0.8302765484287683,0.8302765484287683,0.8302765484287683,0.8302765484287683
Team self-management,0.6967126688317524,0.6967126688317524,0.6967126688317524,0.6967126688317524
Team workload sharing,0.7348540068960482,0.7348540068960482,0.7348540068960482,0.7348540068960482
Time pressure,0.7039347160637845,0.7039347160637845,0.7039347160637845,0.7039347160637845
