,mean_focal,min_focal,max_focal,median_focal
Self-initiated work breaks,0.6846743226051331,0.6846743226051331,0.6846743226051331,0.6846743226051331
Subjective monotony,0.5171260237693787,0.5171260237693787,0.5171260237693787,0.5171260237693787
Subjective stress,0.6327155828475952,0.6327155828475952,0.6327155828475952,0.6327155828475952
Supervisor competence,0.7989005446434021,0.7989005446434021,0.7989005446434021,0.7989005446434021
Supervisor warmth,0.8028187155723572,0.8028187155723572,0.8028187155723572,0.8028187155723572
Surface acting,0.8563797473907471,0.8563797473907471,0.8563797473907471,0.8563797473907471
Task conflict,0.9092758297920227,0.9092758297920227,0.9092758297920227,0.9092758297920227
Task interdependence,0.856532633304596,0.856532633304596,0.856532633304596,0.856532633304596
Team self-management,0.3324129283428192,0.3324129283428192,0.3324129283428192,0.3324129283428192
Team workload sharing,0.8147180676460266,0.8147180676460266,0.8147180676460266,0.8147180676460266
Time pressure,0.6102038025856018,0.6102038025856018,0.6102038025856018,0.6102038025856018
Training climate,0.8650936484336853,0.8650936484336853,0.8650936484336853,0.8650936484336853
Trust in supervisor,0.9121913909912109,0.9121913909912109,0.9121913909912109,0.9121913909912109
Unnecessary illegitimate tasks,0.5124567151069641,0.5124567151069641,0.5124567151069641,0.5124567151069641
Unreasonable illegitimate tasks,0.6276240348815918,0.6276240348815918,0.6276240348815918,0.6276240348815918
Welfare climate,0.929476797580719,0.929476797580719,0.929476797580719,0.929476797580719
Work authenticity,0.8777421712875366,0.8777421712875366,0.8777421712875366,0.8777421712875366
Work frustration,0.7038978934288025,0.7038978934288025,0.7038978934288025,0.7038978934288025
Work hypercompetitive,0.8009289503097534,0.8009289503097534,0.8009289503097534,0.8009289503097534
Work pressure,0.6868336200714111,0.6868336200714111,0.6868336200714111,0.6868336200714111
